,song_name,song_id,artist_name,artist_id,alb_name,alb_id,song_likes
293,체념,420534.0,빅마마,105803.0,Like The Bible,27516.0,77556
294,옥탑방 (Rooftop),31532656.0,엔플라잉 (N.Flying),861430.0,FLY HIGH PROJECT #2 '옥탑방',10238711.0,270624
295,눈의 꽃,623902.0,박효신,1191.0,미안하다 사랑한다 OST,43841.0,170226
296,추억은 사랑을 닮아,1560045.0,박효신,1191.0,The Breeze Of Sea,343653.0,107506
297,흩어진 나날들,851423.0,박효신,1191.0,Neo Classicism,303582.0,25648
298,Goodbye,31777113.0,박효신,1191.0,Goodbye,10281385.0,165696
299,기억속의 먼 그대에게,851429.0,박효신,1191.0,Neo Classicism,303582.0,81388
300,야생화,4543502.0,박효신,1191.0,야생화,2244822.0,342146
301,숨,30011624.0,박효신,1191.0,I am A Dreamer,10001952.0,222972
302,애상 (哀想),1671655.0,박효신,1191.0,대조영 OST,354176.0,31037
303,이상하다 (Acoustic Ver.),3743327.0,박효신,1191.0,Gift E.C.H.O,2097247.0,47585
304,바람이 부네요,31657012.0,박효신,1191.0,바람이 부네요,10259256.0,25407
305,그 흔한 남자여서,521715.0,박효신,1191.0,Soul Tree,34418.0,15807
306,戀人 (연인),31891942.0,박효신,1191.0,박효신 - 戀人 (연인),10301518.0,44357
307,Lovey-Dovey,3663978.0,티아라,412000.0,Funky Town,2058067.0,33180
308,Roly-Poly,3457172.0,티아라,412000.0,존트라볼타 워너비,1317401.0,44628
309,Cry Cry,3607859.0,티아라,412000.0,Black Eyes,2033270.0,27391
310,취기를 빌려 (취향저격 그녀 X 산들),32794652.0,산들,672392.0,취기를 빌려 (취향저격 그녀 X 산들),10463600.0,218556
311,술이 문제야,31870517.0,장혜진,5675.0,술이 문제야,10297571.0,152856
312,마주치지 말자,1099478.0,장혜진,5675.0,4 Season Story,313320.0,15042
313,가라 사랑아,1694435.0,장혜진,5675.0,Tomboy,355602.0,3634
314,그대뒤에 있습니다.,3484598.0,장혜진,5675.0,그대뒤에 있습니다. (Cooperation Part.1),1337153.0,2657
315,하늘을 가리고,1667442.0,장혜진,5675.0,개와 늑대의 시간 OST,353827.0,2724
316,So Fresh (Feat. 김태우) (위대한 캣츠비 OST 삽입곡),1657769.0,MC몽,11538.0,So Fresh (Single),353051.0,22524
317,I Love U Oh Thank U (Feat. 김태우 Of God),845586.0,MC몽,11538.0,His Story,302961.0,41729
318,아이스크림,1454808.0,MC몽,11538.0,The Way I Am,327607.0,22148
319,천하무적 (Feat. 박장근 Of Supersta),845580.0,MC몽,11538.0,His Story,302961.0,6864
320,홈런 (Feat. 옥주현),845591.0,MC몽,11538.0,His Story,302961.0,4128
321,너에게 쓰는 편지 Part 2 (Feat. LISA),1454809.0,MC몽,11538.0,The Way I Am,327607.0,7247
322,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",34256568.0,sokodomo,2561475.0,쇼미더머니 10 Episode 2,10775252.0,210892
323,아낙네,31448480.0,MINO (송민호),742773.0,XX,10226163.0,189042
324,겁 (Feat. 태양),5826447.0,MINO (송민호),742773.0,쇼미더머니 4 Episode 5,2336184.0,168968
325,Okey Dokey,5835766.0,MINO (송민호),742773.0,쇼미더머니 4 Episode 6,2337492.0,93804
326,탕!♡,34377570.0,MINO (송민호),742773.0,"""TO INFINITY.""",10805063.0,42254
327,SHAKE IT,5748499.0,씨스타,473181.0,SHAKE IT,2325345.0,90231
328,나혼자 (Alone),3763493.0,씨스타,473181.0,ALONE,2107508.0,58835
329,애처럼 굴지마 (Feat. 기리보이),5748500.0,씨스타,473181.0,SHAKE IT,2325345.0,10108
330,TOMBOY,34754292.0,(여자)아이들,2137482.0,I NEVER DIE,10890384.0,206230
331,덤디덤디 (DUMDi DUMDi),32833393.0,(여자)아이들,2137482.0,덤디덤디 (DUMDi DUMDi),10470992.0,115300
332,MY BAG,34754299.0,(여자)아이들,2137482.0,I NEVER DIE,10890384.0,71715
333,Senorita,31635202.0,(여자)아이들,2137482.0,I made,10255272.0,78604
334,화(火花),33193809.0,(여자)아이들,2137482.0,I burn,10545281.0,84037
335,Uh-Oh,31885924.0,(여자)아이들,2137482.0,Uh-Oh,10300342.0,87680
336,Downtown Baby,30773554.0,블루 (BLOO),980594.0,Downtown Baby,10117789.0,196724
337,걱정말아요 그대,7921208.0,이적,1088.0,응답하라 1988 OST Part.2,2649434.0,181493
338,다행이다,1622996.0,이적,1088.0,나무로 만든 노래,350016.0,53697
339,Strong Baby,1951552.0,승리,403841.0,Remember,405351.0,13781
340,눈누난나 (NUNU NANA),32825454.0,제시 (Jessi),176393.0,NUNA,10469416.0,106261
341,ZOOM,34883833.0,제시 (Jessi),176393.0,ZOOM,10918269.0,47520
342,붕붕 (Feat. 식케이) (Prod. GroovyRoom),31019584.0,김하온 (HAON),2112493.0,고등래퍼2 Final,10158254.0,183862
343,바코드 (Prod. GroovyRoom),30989550.0,김하온 (HAON),2112493.0,고등래퍼2 팀대항전 Part 3,10153531.0,152008
344,어린 왕자 (Prod. Godic),30974156.0,김하온 (HAON),2112493.0,고등래퍼2 팀대항전 Part.2,10151113.0,96392
345,Adios (Prod. BOYCOLD),31004550.0,김하온 (HAON),2112493.0,고등래퍼2 Semi Final,10155857.0,46613
346,MILLIONS,31506637.0,WINNER,775197.0,MILLIONS,10234872.0,164206
347,REALLY REALLY,30341745.0,WINNER,775197.0,FATE NUMBER FOR,10051659.0,258535
348,EVERYDAY,30997649.0,WINNER,775197.0,EVERYD4Y,10154916.0,154948
349,AH YEAH (아예),31798464.0,WINNER,775197.0,WE,10285396.0,113408
350,AIR,30997650.0,WINNER,775197.0,EVERYD4Y,10154916.0,64655
351,손만 잡고 자자 (TURN OFF THE LIGHT) (MINO SOLO),30997652.0,WINNER,775197.0,EVERYD4Y,10154916.0,47847
352,그때가 좋았어,31524320.0,케이시 (Kassy),858125.0,그때가 좋았어,10237420.0,233285
353,언제나 사랑해,34599917.0,케이시 (Kassy),858125.0,조영수 리메이크 프로젝트 Part.2,10857681.0,58418
354,늦은 밤 헤어지긴 너무 아쉬워,35177030.0,케이시 (Kassy),858125.0,LOVE & HATE,10960568.0,41114
355,진심이 담긴 노래 (True Song),31699965.0,케이시 (Kassy),858125.0,진심이 담긴 노래 (True Song),10267222.0,109956
356,나 그댈위해 시 한편을 쓰겠어,34171026.0,케이시 (Kassy),858125.0,옛이야기,10754229.0,41411
357,오늘도 난 봄을 기다려,33293734.0,케이시 (Kassy),858125.0,"비밀:리에 vol.2 ""오늘도 난 봄을 기다려""",10565749.0,27448
358,이럴 줄 알았어,3685853.0,비스트,436981.0,이럴 줄 알았어,2069786.0,32581
359,비가 오는 날엔,3397448.0,비스트,436981.0,비가 오는 날엔,1272951.0,136624
360,Fiction,3403761.0,비스트,436981.0,Fiction And Fact,1276855.0,70242
361,압구정 날라리,3467466.0,처진 달팽이 (유재석 & 이적),550445.0,무한도전 서해안 고속도로 가요제,1324270.0,19830
362,말하는 대로,3471644.0,처진 달팽이 (유재석 & 이적),550445.0,무한도전 서해안 고속도로 가요제,1324270.0,71927
363,거짓말,1698598.0,BIGBANG (빅뱅),198094.0,Always,355853.0,91297
364,봄여름가을겨울 (Still Life),34845949.0,BIGBANG (빅뱅),198094.0,봄여름가을겨울 (Still Life),10908834.0,280384
365,FANTASTIC BABY,3715676.0,BIGBANG (빅뱅),198094.0,빅뱅 미니앨범 5집 'ALIVE',2084128.0,101049
366,붉은 노을,1951550.0,BIGBANG (빅뱅),198094.0,Remember,405351.0,69899
367,꽃 길,30948698.0,BIGBANG (빅뱅),198094.0,꽃 길,10147314.0,228697
368,IF YOU,5760115.0,BIGBANG (빅뱅),198094.0,D,2326937.0,183415
369,뱅뱅뱅 (BANG BANG BANG),5719286.0,BIGBANG (빅뱅),198094.0,A,2321510.0,198547
370,맨정신,5760116.0,BIGBANG (빅뱅),198094.0,D,2326937.0,123477
371,Stylish (The FILA),2008648.0,BIGBANG (빅뱅),198094.0,FILA Limited Edition With Bigbang,455651.0,5798
372,Wonderful,1951553.0,BIGBANG (빅뱅),198094.0,Remember,405351.0,24858
373,BAE BAE,5684826.0,BIGBANG (빅뱅),198094.0,M,2316478.0,137673
374,BLUE,3715672.0,BIGBANG (빅뱅),198094.0,빅뱅 미니앨범 5집 'ALIVE',2084128.0,112148
375,LOSER,5682700.0,BIGBANG (빅뱅),198094.0,M,2316478.0,169537
376,하루 하루,1913501.0,BIGBANG (빅뱅),198094.0,Stand Up (2008 빅뱅 3rd Mini Album),392870.0,93181
377,WE LIKE 2 PARTY,5719287.0,BIGBANG (빅뱅),198094.0,A,2321510.0,114422
378,BAD BOY,3715674.0,BIGBANG (빅뱅),198094.0,빅뱅 미니앨범 5집 'ALIVE',2084128.0,76409
379,Forever With You,1507742.0,BIGBANG (빅뱅),198094.0,BigBang 3 (Single),333501.0,14071
380,천국,1913502.0,BIGBANG (빅뱅),198094.0,Stand Up (2008 빅뱅 3rd Mini Album),392870.0,38413
381,사랑먼지,3715673.0,BIGBANG (빅뱅),198094.0,빅뱅 미니앨범 5집 'ALIVE',2084128.0,40387
382,La La La,1458832.0,BIGBANG (빅뱅),198094.0,BigBang Is V.I.P (Single),328008.0,10387
383,에라 모르겠다,30147445.0,BIGBANG (빅뱅),198094.0,MADE,10022709.0,185460
384,재미없어,3715675.0,BIGBANG (빅뱅),198094.0,빅뱅 미니앨범 5집 'ALIVE',2084128.0,23110
385,BigBang,1507741.0,BIGBANG (빅뱅),198094.0,BigBang 3 (Single),333501.0,6439
386,웃어본다,1507744.0,BIGBANG (빅뱅),198094.0,BigBang 3 (Single),333501.0,4581
387,Good Bye Baby,1507743.0,BIGBANG (빅뱅),198094.0,BigBang 3 (Single),333501.0,5636
388,"오, 아, 오",1951549.0,BIGBANG (빅뱅),198094.0,Remember,405351.0,10984
389,Victory (Intro),1507740.0,BIGBANG (빅뱅),198094.0,BigBang 3 (Single),333501.0,4110
390,Number 1,1936243.0,BIGBANG (빅뱅),198094.0,Number 1,398679.0,8716
391,날개 (대성 SOLO),3715677.0,BIGBANG (빅뱅),198094.0,빅뱅 미니앨범 5집 'ALIVE',2084128.0,21323
392,LOVE DIVE,34847378.0,IVE (아이브),3055146.0,LOVE DIVE,10909179.0,177104
393,ELEVEN,34349913.0,IVE (아이브),3055146.0,ELEVEN,10798794.0,144683
394,마리아 (Maria),32725013.0,화사 (Hwa Sa),756531.0,María,10452351.0,161954
395,멍청이(twit),31608765.0,화사 (Hwa Sa),756531.0,멍청이(twit),10250874.0,131991
396,거리에서,1467722.0,성시경,3305.0,The Ballads,328396.0,130637
397,한번 더 이별,1746411.0,성시경,3305.0,한번 더 이별,359267.0,44652
398,크리스마스니까,3973781.0,성시경,3305.0,Jelly Christmas 2012 HEART PROJECT,2168409.0,170168
399,너의 모든 순간,4446485.0,성시경,3305.0,별에서 온 그대 OST Part.7,2232505.0,225135
400,잘 지내나요,827216.0,성시경,3305.0,다시 꿈꾸고 싶다,301311.0,14462
401,한숨만,884783.0,이정(J.Lee),39256.0,한숨만,305084.0,10337
402,열 (Feat. Tablo),1147109.0,이정(J.Lee),39256.0,Rebirth Of Regent,316771.0,2446
403,사랑이 서럽다,3764815.0,이정(J.Lee),39256.0,MBC 뮤직 '그 여자 작사 그 남자 작곡' Part.2 준호-김소은,2107991.0,6926
404,그댈 위한 사랑,1368869.0,이정(J.Lee),39256.0,천국보다 낯선 OST,324839.0,8937
405,울지마 괜찮아,1147110.0,이정(J.Lee),39256.0,Rebirth Of Regent,316771.0,594
406,둘이서 (CF - 빙그레 '바나나맛 우유'),631232.0,채연,41894.0,Virginalness Bloom,44462.0,8218
407,My Love,1604265.0,채연,41894.0,My Love,348284.0,1018
408,세번째 사랑 (Video Ver.),1111240.0,채연,41894.0,세번째 사랑 (Single),314045.0,90
409,나 이젠 (Duet 진성 Of 먼데이키즈),1646085.0,최현준 (V.O.S),225993.0,NA2ZEN (나이젠),352147.0,10265
410,Oasis (Feat. ZICO),5771304.0,Crush,674710.0,Oasis,2327886.0,157258
411,Beautiful,30157753.0,Crush,674710.0,도깨비 OST Part 4,10024106.0,231269
412,아마도 그건,7912749.0,Crush,674710.0,투유 프로젝트 - 슈가맨 Part.3,2648529.0,94524
413,놓아줘 (with 태연),32999763.0,Crush,674710.0,with HER,10505425.0,59843
414,어땠을까,7998349.0,김나영,735094.0,어땠을까,2659671.0,76933
415,솔직하게 말해서 나,31854442.0,김나영,735094.0,솔직하게 말해서 나,10294763.0,144748
416,다른 누구 말고 너야,32698885.0,김나영,735094.0,다른 누구 말고 너야,10447689.0,20177
417,너의 번호를 누르고,34875798.0,김나영,735094.0,너의 번호를 누르고,10916997.0,17988
418,니 소식,31788850.0,송하예,722098.0,니 소식,10283614.0,195507
419,행복해,32996210.0,송하예,722098.0,Happy,10504759.0,35391
420,비밀번호 486,1592995.0,윤하 (YOUNHA),203912.0,고백하기 좋은 날,347264.0,63058
421,비가 내리는 날에는,31899300.0,윤하 (YOUNHA),203912.0,STABLE MINDSET,10302609.0,91887
422,혜성,1754584.0,윤하 (YOUNHA),203912.0,혜성,359890.0,38729
423,연애조건 (Remix),1657564.0,윤하 (YOUNHA),203912.0,고백하기 좋은날 (Special Edition),353038.0,2803
424,서른 밤째 (바른연애 길잡이 X 윤하 (YOUNHA)),33269643.0,윤하 (YOUNHA),203912.0,서른 밤째 (바른연애 길잡이 X 윤하 (YOUNHA)),10561244.0,55042
425,그 남자 그 여자 (Feat. 장혜진),1114175.0,바이브,160080.0,Re - Feel,314287.0,55589
426,가을 타나 봐,31314144.0,바이브,160080.0,가을 타나 봐,10205439.0,165370
427,한숨만,1114174.0,바이브,160080.0,Re - Feel,314287.0,12382
428,술이야,1114180.0,바이브,160080.0,Re - Feel,314287.0,46575
429,인사,31914848.0,멜로망스,839732.0,인사,10305070.0,86822
430,You,30849733.0,멜로망스,839732.0,투유 프로젝트 - 슈가맨2 Part.2,10131018.0,178998
431,사랑인가 봐,34657844.0,멜로망스,839732.0,사랑인가 봐 (사내맞선 OST 스페셜 트랙),10871162.0,150377
432,선물,30514366.0,멜로망스,839732.0,Moonlight,10078176.0,335272
433,그게 더 편할 것 같아 (N번째 연애 X 멜로망스),34326186.0,멜로망스,839732.0,그게 더 편할 것 같아 (N번째 연애 X 멜로망스),10792490.0,36484
434,고백,33868791.0,멜로망스,839732.0,세 번째 '고백',10695590.0,87957
435,짙어져,30667988.0,멜로망스,839732.0,Yellow OST Part.2,10101927.0,93950
436,초대,35014621.0,멜로망스,839732.0,초대,10940426.0,20200
437,사랑안해,1135163.0,백지영,1118.0,Smile Again,315848.0,25053
438,총맞은것처럼,1958819.0,백지영,1118.0,Sensibility,412157.0,41125
439,사랑 하나면 돼,1716430.0,백지영,1118.0,여섯번째 기적,356881.0,10333
440,오늘도 사랑해,3486450.0,백지영,1118.0,공주의 남자 OST Part.1,1338452.0,15413
441,거짓말이라도 해서 널 보고싶어,32777869.0,백지영,1118.0,거짓말이라도 해서 널 보고싶어,10460544.0,77828
442,한참 지나서,3744700.0,백지영,1118.0,옥탑방 왕세자 OST Part.1,2097789.0,19426
443,나쁜 사람,1476571.0,백지영,1118.0,황진이 OST,329169.0,11479
444,눈물이 많은 이유,1716431.0,백지영,1118.0,여섯번째 기적,356881.0,2127
445,아이캔't 드링크,3441135.0,백지영,1118.0,최고의 사랑 OST,1306662.0,3273
446,보통,3403255.0,백지영,1118.0,Pitta,1277353.0,9905
447,새벽 가로수길 (With 송유빈),5637019.0,백지영,1118.0,새벽 가로수길,2310395.0,61106
448,겨울일기,642420.0,장나라,10575.0,나의 이야기,45305.0,5692
449,연인 (Duet. 신혜성),642426.0,장나라,10575.0,나의 이야기,45305.0,554
450,사랑하기 좋은 날,642427.0,장나라,10575.0,나의 이야기,45305.0,9923
451,달팽이,642419.0,장나라,10575.0,나의 이야기,45305.0,296
452,사랑 부르기 (Acoustic Ver.),1575057.0,장나라,10575.0,She,345353.0,467
453,I Love School,642421.0,장나라,10575.0,나의 이야기,45305.0,1230
454,Always (Original Ver.),642422.0,장나라,10575.0,나의 이야기,45305.0,133
455,혹시라도,642424.0,장나라,10575.0,나의 이야기,45305.0,251
456,이젠 괜찮아요,642423.0,장나라,10575.0,나의 이야기,45305.0,149
457,겨울일기 (Bossa Nova Ver.),642428.0,장나라,10575.0,나의 이야기,45305.0,203
458,잠이 오질 않네요,33013877.0,장범준,648551.0,잠이 오질 않네요,10508266.0,159333
459,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,32003395.0,장범준,648551.0,멜로가 체질 OST Part 3,10320500.0,305203
460,노래방에서,31684636.0,장범준,648551.0,장범준 3집,10264375.0,200490
461,당신과는 천천히,31684634.0,장범준,648551.0,장범준 3집,10264375.0,119839
462,Summer Hate (Feat. 비),32734372.0,지코 (ZICO),602056.0,RANDOM BOX,10453701.0,114274
463,유레카 (Feat. Zion.T),7965449.0,지코 (ZICO),602056.0,GALLERY,2655015.0,98564
464,Boys And Girls (Feat. Babylon),7911687.0,지코 (ZICO),602056.0,Boys and Girls,2648403.0,165584
465,She's a Baby,30355842.0,지코 (ZICO),602056.0,She's a Baby,10053651.0,81121
466,아무노래,32313543.0,지코 (ZICO),602056.0,아무노래,10375118.0,267503
467,아프다,5731941.0,지코 (ZICO),602056.0,가면 OST Part.2,2323162.0,79250
468,"말해 Yes Or No (Feat. PENOMECO, The Quiett)",7888412.0,지코 (ZICO),602056.0,말해 Yes Or No,2645320.0,59455
469,오만과 편견 (Feat. 수란),7965450.0,지코 (ZICO),602056.0,GALLERY,2655015.0,48715
470,VENI VIDI VICI (Feat. DJ Wegun),7965448.0,지코 (ZICO),602056.0,GALLERY,2655015.0,45014
471,날 (Feat. JTONG),7911686.0,지코 (ZICO),602056.0,Boys and Girls,2648403.0,50654
472,널 사랑하겠어,3681993.0,효린,573812.0,사랑을 보다 2 OST,2067506.0,34228
473,BLUE MOON (Prod. GroovyRoom),30367365.0,효린,573812.0,BLUE MOON,10055259.0,188264
474,Love Line,7977442.0,효린,573812.0,Love Line,2656730.0,13441
475,SOLO,31417871.0,제니 (JENNIE),995173.0,SOLO,10221424.0,214612
476,All I Want for Christmas Is You,14776.0,Mariah Carey,2274.0,Merry Christmas (Deluxe Anniversary Edition),829.0,202361
477,이여름  Summer,882495.0,쿨 (COOL),100004.0,Forever,304909.0,17250
478,혼자인걸요,882500.0,쿨 (COOL),100004.0,Forever,304909.0,254
479,Good bye,882501.0,쿨 (COOL),100004.0,Forever,304909.0,205
480,고백합시다,882496.0,쿨 (COOL),100004.0,Forever,304909.0,171
481,Sexy Summer lady,882497.0,쿨 (COOL),100004.0,Forever,304909.0,93
482,눈물로 (Duet 이정),1648996.0,제이,1203.0,눈물로,352423.0,17667
483,사랑한다 말했잖아,1173852.0,제이,1203.0,사랑한다 말했잖아,316941.0,480
484,가슴에 누가 살아요,623904.0,제이,1203.0,미안하다 사랑한다 OST,43841.0,2341
485,맞지?,30408193.0,언니쓰,990909.0,언니들의 슬램덩크 시즌 2,10061398.0,98909
486,When We Disco (Duet with 선미),32853712.0,박진영,1130.0,When We Disco,10475061.0,81600
487,Falling,3689033.0,박진영,1130.0,드림하이2 OST Part.1,2071806.0,2112
488,어머님이 누구니 (Feat. 제시),5658708.0,박진영,1130.0,24/34,2313436.0,57907
489,나를 사랑했던 사람아,3758104.0,허각,28801.0,LACRIMOSO,2105027.0,113172
490,고백 (바른연애 길잡이 X 허각),33260801.0,허각,28801.0,고백 (바른연애 길잡이 X 허각),10559322.0,44876
491,흔한 이별,31453551.0,허각,28801.0,흔한 이별,10226943.0,81973
492,그 노래를 틀때마다,3639713.0,허각,28801.0,그 노래를 틀때마다,2046966.0,17586
493,나를 잊지 말아요,3424854.0,허각,28801.0,최고의 사랑 OST Part.5,1294080.0,29808
494,죽고 싶단 말 밖에,3602154.0,허각,28801.0,죽고 싶단 말 밖에,2031086.0,25279
495,동네술집,5704765.0,허각,28801.0,동네술집,2319548.0,37686
496,사월의 눈,5629186.0,허각,28801.0,사월의 눈,2309363.0,100741
497,우린 어쩌다 헤어진 걸까,33164083.0,허각,28801.0,Hello,10539679.0,46634
498,Hello,3549031.0,허각,28801.0,LIKE 1st MINI ALBUM 'First Story',2012587.0,106640
499,바보야,30753213.0,허각,28801.0,바보야,10114851.0,73231
500,달라달라,31606729.0,ITZY (있지),2622030.0,IT'z Different,10250473.0,167283
501,Not Shy,32860419.0,ITZY (있지),2622030.0,Not Shy,10476630.0,72746
502,WANNABE,32445339.0,ITZY (있지),2622030.0,IT'z ME,10400522.0,115419
503,Girls On Top,864433.0,보아 (BoA),2165.0,Girls On Top,304317.0,17502
504,Moto,864431.0,보아 (BoA),2165.0,Girls On Top,304317.0,5670
505,Eat You Up,1941712.0,보아 (BoA),2165.0,Eat You Up,399181.0,11718
506,Sunshine,1493053.0,보아 (BoA),2165.0,사랑따윈 필요없어 OST,331728.0,596
507,애상,3666573.0,10CM,468244.0,윤일상 작곡가 21주년 기념 앨범 I'm 21,2059186.0,86087
508,그러나,31652857.0,10CM,468244.0,4.3,10258451.0,78558
509,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),33229299.0,10CM,468244.0,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10552055.0,89545
510,사랑은 은하수 다방에서,3136472.0,10CM,468244.0,1.0,1166956.0,88199
511,아메리카노,2793050.0,10CM,468244.0,아메리카노,988352.0,19344
512,봄이 좋냐??,8124417.0,10CM,468244.0,3.2,2676884.0,181834
513,서랍,34373632.0,10CM,468244.0,그 해 우리는 OST Part.1,10804190.0,67062
514,Tight,32944335.0,10CM,468244.0,4.5,10494235.0,26443
515,잊어야 한다는 마음으로,3492980.0,10CM,468244.0,'명불허전' 김광석 다시듣기,1343255.0,10929
516,오아시스 (Feat. 이재훈),1656034.0,브라운아이드걸스,181694.0,내가 여름이다.,352905.0,18429
517,My Style (Hidden Track),1945868.0,브라운아이드걸스,181694.0,My Style (Hidden Track),400252.0,21219
518,다가와서,1115206.0,브라운아이드걸스,181694.0,Your Story,314376.0,20681
519,어쩌다,1927248.0,브라운아이드걸스,181694.0,My style,397434.0,33505
520,너에게 속았다,1727626.0,브라운아이드걸스,181694.0,떠나라 미스김,357603.0,2151
521,You,1926582.0,브라운아이드걸스,181694.0,My style,397434.0,6904
522,Second,1370962.0,브라운아이드걸스,181694.0,Your Story (스페셜 리페키지 앨범),325239.0,1376
523,사랑에 연습이 있었다면 (Prod. 2soo),31324607.0,임재현,2087273.0,사랑에 연습이 있었다면,10207131.0,218415
524,다음생이 있다면 당신을 만나서 다시 사랑할래요,34225244.0,임재현,2087273.0,다음생이 있다면 당신을 만나서 다시 사랑할래요,10767316.0,22587
525,조금 취했어 (Prod. 2soo),32059630.0,임재현,2087273.0,조금 취했어,10331499.0,120946
526,오늘 취하면 (Feat. 창모) (Prod. SUGA),30390068.0,SURAN (수란),792765.0,WINE,10058598.0,232421
527,사랑은 이별을 데리고 오다 (New Ver.),1491337.0,손호영(SHY),1580.0,손호영 1집 Yes,326071.0,887
528,운다,1417550.0,손호영(SHY),1580.0,손호영 1집 Yes,326071.0,1410
529,하늘에 내 마음이,1675904.0,손호영(SHY),1580.0,Sweet Love,354473.0,1260
530,사랑은 이별을 데리고 오다,1417549.0,손호영(SHY),1580.0,손호영 1집 Yes,326071.0,1323
531,너를 만나,31388145.0,폴킴,752425.0,너를 만나,10217134.0,306907
532,초록빛,31565593.0,폴킴,752425.0,초록빛,10243480.0,143811
533,"모든 날, 모든 순간 (Every day, Every Moment)",30962526.0,폴킴,752425.0,'키스 먼저 할까요?' OST Part.3,10149492.0,399630
534,헤어질 걸 알아,31921949.0,폴킴,752425.0,헤어질 걸 알아,10306334.0,31860
535,비,8235260.0,폴킴,752425.0,비,2692501.0,294360
536,안녕,31984204.0,폴킴,752425.0,호텔 델루나 OST Part.10,10317137.0,205292
537,사랑 알 수 없나봐,31496140.0,폴킴,752425.0,WHY : 당신이 연인에게 차인 진짜 이유 OST - Part.3,10233344.0,41955
538,사랑하는 당신께,33313675.0,폴킴,752425.0,사랑하는 당신께,10569813.0,35785
539,우리 만남이,32550314.0,폴킴,752425.0,"정규 2집 '마음, 둘'",10421264.0,65803
540,너도 아는,33016550.0,폴킴,752425.0,너도 아는,10508892.0,55072
541,어제처럼,34701996.0,폴킴,752425.0,어제처럼,10880605.0,39933
542,사랑아 가지마,1130736.0,임정희,150529.0,Thanks,315490.0,8354
543,사랑에 미치면 (Feat. 아웃캐스트 빅보이 & J.Y.Park 'The Asiansoul'),1742529.0,임정희,150529.0,Before I Go J-Lim,358949.0,4830
544,"Music Is My Life (삼성전자 옙 CF 임정희, 재희편)",848677.0,임정희,150529.0,Music Is My Life,303271.0,4560
545,Golden Lady (Feat. 현아 Of 4Minute),3391560.0,임정희,150529.0,Golden Lady,1267966.0,20706
546,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",33115807.0,릴보이 (lIlBOI),623251.0,쇼미더머니 9 Episode 3,10529161.0,123750
547,"CREDIT (Feat. 염따, 기리보이, Zion.T)",33150997.0,릴보이 (lIlBOI),623251.0,쇼미더머니 9 Final,10536658.0,77591
548,"ON AIR (Feat. 로꼬, 박재범 & GRAY)",33150993.0,릴보이 (lIlBOI),623251.0,쇼미더머니 9 Final,10536658.0,49503
549,Freak (Prod. Slom),33077591.0,릴보이 (lIlBOI),623251.0,쇼미더머니 9 Episode 1,10521601.0,73585
550,매일매일,1727552.0,V.O.S,108794.0,꽃이 웃는다,357598.0,8348
551,미친 것처럼,35126568.0,V.O.S,108794.0,아픔을 말하는,10954134.0,22729
552,부디..,1727554.0,V.O.S,108794.0,꽃이 웃는다,357598.0,3564
553,내가 제일 잘 나가,3452769.0,2NE1,406712.0,내가 제일 잘 나가 (Digital Single),1315551.0,37861
554,Hate You,3488750.0,2NE1,406712.0,2NE1 2nd Mini Album,1356152.0,11232
555,Lonely,3397797.0,2NE1,406712.0,Lonely,1273259.0,18808
556,빙고,623157.0,코요태,100022.0,Rainbow 7집,43648.0,2827
557,사랑공식,1748331.0,코요태,100022.0,Koyote Dance Best And 9.5,359413.0,5655
558,상상 (영화 '청춘만화' 삽입곡),1136334.0,코요태,100022.0,The Koyote In Ballade Special,315928.0,416
559,I Love Rock & Roll,1423302.0,코요태,100022.0,London Koyote,327342.0,4886
560,했던 말 또 하고,3662530.0,코요태,100022.0,했던 말 또 하고,2057207.0,1671
561,사랑해요,623156.0,코요태,100022.0,Rainbow 7집,43648.0,233
562,Lover,623153.0,코요태,100022.0,Rainbow 7집,43648.0,154
563,하얀동화,623155.0,코요태,100022.0,Rainbow 7집,43648.0,647
564,Pretty Girl,1984049.0,카라,222128.0,Pretty Girl (2nd Mini Album),432151.0,20971
565,맘에 들면 (If U Wanna),1610055.0,카라,222128.0,Blooming,348747.0,8480
566,Break It,1610054.0,카라,222128.0,Blooming,348747.0,4884
567,또 하루 (Feat. 개코),7999021.0,개리,1732.0,또 하루,2659810.0,89872
568,바람이나 좀 쐐 (Feat. 우혜미),7858908.0,개리,1732.0,2002,2640915.0,123871
569,정이라고 하자 (Feat. 10CM),34927767.0,BIG Naughty (서동현),2744750.0,정이라고 하자,10925762.0,164675
570,Santa Tell Me,5475060.0,Ariana Grande,597451.0,Santa Tell Me,2292117.0,215640
571,Last Christmas,4365842.0,Ariana Grande,597451.0,Christmas Kisses,2222050.0,43623
572,"thank u, next",31402611.0,Ariana Grande,597451.0,"thank u, next",10219179.0,169737
573,7 rings,31567235.0,Ariana Grande,597451.0,7 rings,10243766.0,130007
574,Stuck with U,32584913.0,Ariana Grande,597451.0,Stuck with U,10428037.0,126883
575,심쿵해 (Heart Attack),5748406.0,AOA,686920.0,Heart Attack,2325321.0,92584
